score_phrase,title,score,genre,editors_choice,release_year,release_month,release_day
Mediocre,YooStar 2,5.0,Music,N,2011,3,29
Good,Mass Effect 2: Arrival,7.0,RPG,N,2011,3,29
Good,Super Monkey Ball 3D,7.5,Action,N,2011,3,25
Okay,Warriors: Legends of Troy,6.0,Adventure,N,2011,3,24
Great,Swarm,8.5,Action,Y,2011,3,24
Mediocre,Madden NFL Football,5.0,Sports,N,2011,3,24
Great,Bird Zapper!,8.0,"Puzzle, Action",N,2011,3,24
Amazing,Dissidia 012 Final Fantasy,9.0,"Action, RPG",Y,2011,3,14
Great,Land-a Panda,8.0,,N,2011,3,14
Amazing,Real Racing 2 HD,9.0,Racing,Y,2011,3,14
Okay,Yakuza 4,6.5,Action,N,2011,3,11
Amazing,Inside a Star-Filled Sky,9.0,Puzzle,Y,2011,3,11
Great,Breakeroids,8.0,Action,N,2011,3,11
Okay,Speedball 2 Evolution,6.5,"Sports, Action",N,2011,3,10
Great,Angry Birds Rio,8.5,"Puzzle, Action",N,2011,3,22
Mediocre,PlayStation Move Heroes,5.0,Action,N,2011,3,22
Good,PilotWings Resort,7.0,Flight,N,2011,3,21
Good,Atom Zombie Smasher,7.5,Action,N,2011,3,21
Okay,Rainbow Six: Shadow Vanguard,6.5,Shooter,N,2011,3,18
Great,Tiger Woods PGA Tour 12: The Masters,8.0,Sports,N,2011,3,29
Great,The Sims Medieval,8.5,Simulation,Y,2011,3,24
Good,Naruto Shippuden: Kizuna Drive,7.0,,N,2011,3,24
Good,Nintendogs + Cats: French Bulldog & New Friends,7.0,,N,2011,3,23
Good,Nintendogs + Cats: Toy Poodle & New Friends,7.0,,N,2011,3,23
Bad,Ghostbusters: Sanctum of Slime,4.5,Shooter,N,2011,3,23
Great,Kami Retro,8.0,Puzzle,N,2011,3,10
Mediocre,Dreamcast Collection,5.0,"Action, Compilation",N,2011,3,9
Amazing,League of Evil,9.0,Platformer,Y,2011,3,8
Great,Liqua Pop,8.0,,N,2011,3,18
Good,Steel Diver,7.0,Simulation,N,2011,3,18
Great,Rift,8.5,RPG,Y,2011,3,18
Great,Tapper World Tour,8.5,Action,Y,2011,3,17
Great,Full House Poker,8.0,Card,N,2011,3,17
Great,Top Spin 4,8.5,Sports,Y,2011,3,17
Okay,Get Outta My Galaxy,6.5,Action,N,2011,3,28
Good,Tomb Raider Trilogy,7.5,"Adventure, Compilation",N,2011,3,28
Mediocre,Combat of Giants: Dinosaurs 3D,5.5,Battle,N,2011,3,28
Mediocre,Rayman 3D,5.5,Platformer,N,2011,3,27
Good,Tom Clancy's Ghost Recon: Shadow Wars,7.0,Action,N,2011,3,26
Amazing,Superbrothers: Sword & Sworcery EP,9.5,Adventure,Y,2011,3,23
Great,iStunt 2,8.0,Sports,N,2011,3,23
Good,Nintendogs + Cats: Golden Retriever & New Friends,7.0,,N,2011,3,23
Good,Cities in Motion,7.0,Simulation,N,2011,3,22
Amazing,Total War: Shogun 2,9.0,Strategy,Y,2011,3,16
Mediocre,Slam Bolt Scrappers,5.5,Puzzle,N,2011,3,16
Mediocre,Jikandia: The Timeless Land,5.5,RPG,N,2011,3,16
Awful,Hobo with a Shotgun,3.0,Action,N,2011,3,15
Awful,Asphalt 3D,3.0,Racing,N,2011,3,26
Great,The 3rd Birthday,8.5,Adventure,Y,2011,3,25
Painful,Minute to Win It,2.5,Trivia,N,2011,3,25
Bad,Arcade Essentials,4.5,Action,N,2011,3,22
Okay,Assassin's Creed Brotherhood: The Da Vinci Disappearence,6.5,Action,N,2011,3,22
Okay,NASCAR The Game 2011,6.0,Racing,N,2011,4,7
Mediocre,Samurai Warriors Chronicles,5.0,Action,N,2011,4,7
Great,Monster Tale,8.5,Adventure,Y,2011,4,7
Good,LEGO Pirates of the Caribbean: The Video Game,7.5,Adventure,N,2011,5,10
Great,Gears,8.0,Puzzle,N,2011,5,10
Awful,Thor: God of Thunder,3.0,"Action, Adventure",N,2011,5,10
Amazing,Outland,9.0,Action,Y,2011,4,28
Mediocre,Super Bonk,5.5,Platformer,N,2011,4,28
Okay,Resident Evil Mercenaries VS,6.0,Action,N,2011,4,28
Okay,Ar tonelico Qoga: Knell of Ar Ciel,6.0,RPG,N,2011,4,27
Good,Moon Diver,7.0,Action,N,2011,4,4
Great,The Legend of Heroes: Trails in the Sky,8.0,RPG,N,2011,4,4
Good,The Dishwasher: Vampire Smile,7.5,Action,N,2011,4,4
Amazing,Gemini Rue,9.0,Adventure,Y,2011,4,1
Okay,Bust-A-Move Universe,6.0,"Puzzle, Action",N,2011,4,1
Okay,Brink,6.5,Shooter,N,2011,5,10
Good,Virtua Tennis 4,7.0,Sports,N,2011,5,10
Good,Gray Matter,7.5,Adventure,N,2011,4,27
Okay,AFL Live,6.0,Sports,N,2011,4,26
Good,Darkspore,7.0,"Action, RPG",N,2011,4,26
Great,Prince of Persia Classic Trilogy HD,8.0,"Action, Compilation",N,2011,4,26
Good,The Fancy Pants Adventures,7.5,Platformer,N,2011,4,25
Amazing,Mega Man X,9.0,Action,Y,2011,4,25
Good,Operation Flashpoint: Red River,7.5,Shooter,N,2011,4,21
Bad,Shadow Harvest: Phantom Ops,4.5,Shooter,N,2011,4,21
Good,Death Rally,7.5,Racing,N,2011,3,31
Great,Chime Super Deluxe,8.5,"Music, Action",Y,2011,3,31
Mediocre,Dynasty Warriors 7,5.0,Action,N,2011,3,30
Good,Back to the Future: The Game -- Episode 3: Citizen Brown,7.5,Adventure,N,2011,3,30
Okay,Zenonia 3: The Midgard Story,6.5,RPG,N,2011,5,9
Great,Bangai-O HD: Missile Fury,8.5,Shooter,Y,2011,5,5
Good,TrackMania: Build to Race,7.0,Racing,N,2011,5,5
Bad,Rival Turf,4.0,Action,N,2011,5,5
Great,RoboSockets,8.5,Puzzle,Y,2011,5,4
Great,You Don't Know Jack (2011),8.5,Trivia,Y,2011,4,21
Bad,Raving Rabbids: Travel in Time 3D,4.5,Platformer,N,2011,4,21
Great,MotorStorm Apocalypse,8.0,Racing,N,2011,4,21
Mediocre,Dino D-Day,5.5,Shooter,N,2011,4,20
Okay,Section 8: Prejudice,6.0,Shooter,N,2011,4,20
Amazing,Patapon 3,9.0,Strategy,Y,2011,4,20
Bad,Rush'N Attack Ex-Patriot,4.0,Action,N,2011,3,30
Good,Chicken Balls,7.5,Action,N,2011,5,3
Good,Your Doodles Are Bugged,7.5,Action,N,2011,5,3
Good,Conduit 2,7.5,Shooter,N,2011,4,19
Great,Air Penguin,8.0,Action,N,2011,5,2
Good,Fantastic Pets,7.5,Virtual Pet,N,2011,5,2
Okay,DanceDanceRevolution,6.5,Music,N,2011,4,29
Great,DodoGo! Robo,8.0,Platformer,N,2011,4,19
Great,Mortal Kombat,8.0,Fighting,N,2011,4,19
Good,City of Secrets,7.0,Adventure,N,2011,4,19
Good,Divinity II: The Dragon Knight Saga,7.5,RPG,N,2011,4,19
Amazing,Portal 2,9.5,Shooter,Y,2011,4,18
Amazing,Final Fantasy IV: The Complete Collection,9.0,RPG,Y,2011,4,15
Mediocre,SpongeBob SquigglePants,5.0,Action,N,2011,4,15
Okay,Battlefield Play4Free,6.0,Shooter,N,2011,4,15
Okay,Dungeon Hunter: Alliance,6.0,"Action, RPG",N,2011,4,15
Okay,Yar's Revenge,6.0,Shooter,N,2011,4,15
Mediocre,Theatre of War 3: Korea,5.0,Strategy,N,2011,4,13
Okay,"Carnival Games: Monkey See, Monkey Do",6.0,Party,N,2011,4,12
Good,SOCOM 4: U.S. Navy SEALs,7.0,Shooter,N,2011,4,12
Okay,Tom Clancy's Splinter Cell 3D,6.5,Action,N,2011,4,11
Mediocre,Red Faction: Battlegrounds,5.0,Action,N,2011,4,8
Okay,Dream Trigger 3D,6.0,Shooter,N,2011,5,19
Great,Capsized,8.5,Platformer,Y,2011,5,19
Bad,The First Templar,4.0,"Action, Adventure",N,2011,5,19
Good,Fallout: New Vegas -- Honest Hearts,7.5,RPG,N,2011,5,18
Great,Pulse: Volume One,8.0,Music,N,2011,5,16
Great,L.A. Noire,8.5,Adventure,Y,2011,5,16
Great,Mr. Ninja,8.5,Action,Y,2011,5,16
Good,Army of Darkness: Defense,7.5,Action,N,2011,5,13
Okay,Yu-Gi-Oh! 5D's World Championship 2011: Over The Nexus,6.5,"Card, Battle",N,2011,5,27
Mediocre,Cargo! The Quest for Gravity,5.5,Adventure,N,2011,5,27
Amazing,Infamous 2,9.0,Action,Y,2011,5,27
Good,Black Mirror III: Final Fear,7.5,Adventure,N,2011,5,11
Great,Gatling Gears,8.5,Shooter,Y,2011,5,11
Good,SBK 2011,7.0,Racing,N,2011,5,26
Great,Casey's Contraptions,8.0,Puzzle,N,2011,5,26
Amazing,Terraria,9.0,"Action, RPG",Y,2011,5,25
Great,99Bullets,8.0,Action,N,2011,5,25
Okay,Two Worlds II: Castle Defense,6.5,Strategy,N,2011,5,25
Good,Revenge of The Titans,7.0,Strategy,N,2011,5,25
Great,Mighty Milky Way,8.5,"Puzzle, Action",Y,2011,5,10
Mediocre,Duke Nukem Forever,5.5,Shooter,N,2011,6,14
Great,Child of Eden,8.5,Action,Y,2011,6,14
Okay,Green Lantern: Rise of the Manhunters,6.0,Action,N,2011,6,14
Okay,Alice: Madness Returns,6.5,Action,N,2011,6,14
Amazing,The Witcher 2: Assassins of Kings,9.0,RPG,Y,2011,5,24
Great,Dirt 3,8.5,Racing,Y,2011,5,24
Okay,MX vs. ATV Alive,6.5,Racing,N,2011,5,24
Good,Fortix 2,7.5,Action,N,2011,5,24
Great,3D Classics: Excitebike,8.0,Racing,N,2011,6,13
Good,Red Faction: Armageddon,7.0,Action,N,2011,6,13
Good,Velocispider,7.5,Shooter,N,2011,6,13
Good,Mount & Blade: With Fire & Sword,7.5,RPG,N,2011,5,20
Amazing,Bumpy Road,9.0,Platformer,Y,2011,5,20
Great,Dead or Alive Dimensions,8.0,Fighting,N,2011,5,20
Okay,Back to the Future: The Game -- Episode 4: Double Visions,6.5,Adventure,N,2011,6,20
Great,F.E.A.R. 3,8.0,Shooter,N,2011,6,20
Mediocre,Transformers: Dark of the Moon -- Decepticons,5.0,Action,N,2011,6,17
Good,BlazBlue: Continuum Shift II,7.5,Fighting,N,2011,6,17
Great,Kona's Crate,8.0,Puzzle,Y,2011,6,23
Good,Pro Jumper! Guilty Gear Tangent,7.0,Platformer,N,2011,6,23
Mediocre,Delbo,5.5,"Puzzle, Action",N,2011,6,23
Good,Stratego: Next Edition,7.5,Board,N,2011,6,23
Amazing,Ms. Splosion Man,9.0,Action,Y,2011,7,11
Great,NCAA Football 12,8.5,Sports,Y,2011,7,11
Good,The Earth Defense Force: Insect Armageddon,7.5,Action,N,2011,7,11
Bad,Playstation Move: Ape Escape,4.0,Action,N,2011,7,8
Bad,Dynasty Warriors: Gundam 3,4.0,Action,N,2011,7,1
Great,The Lost Town: The Dust,8.0,"Action, RPG",N,2011,6,30
Good,Hearts Spades Euchre,7.5,Card,N,2011,6,30
Painful,Transformers: Dark of the Moon -- Stealth Force Edition,2.5,Action,N,2011,6,30
Awful,Boardwalk Ball Toss,3.5,Action,N,2011,6,30
Great,Kirby's Dream Land,8.0,Platformer,N,2011,6,30
Great,Super Street Fighter IV: Arcade Edition,8.0,Fighting,N,2011,6,6
Okay,Hunted: The Demon's Forge,6.0,"Action, RPG",N,2011,6,3
Mediocre,Tecmo Bowl Throwback [Mobile],5.0,Sports,N,2011,6,3
Good,Storm in a Teacup,7.0,Platformer,N,2011,6,3
Mediocre,Transformers: Dark of the Moon -- Autobots,5.0,Action,N,2011,6,17
Great,Grand Prix Story,8.5,Simulation,Y,2011,6,17
Great,DCS: A-10C Warthog,8.0,"Flight, Simulation",N,2011,6,17
Amazing,The Legend of Zelda: Ocarina of Time 3D,9.5,"Action, Adventure",Y,2011,6,17
Okay,Radar Mission,6.5,Action,N,2011,6,16
Amazing,Feed Me Oil,9.0,Puzzle,Y,2011,6,16
Great,Cars 2,8.0,"Racing, Action",Y,2011,6,22
Good,Wipeout In the Zone,7.0,Party,N,2011,6,22
Bad,Wii Play: Motion,4.0,Party,N,2011,6,22
Good,MLB Bobblehead Pros,7.5,"Sports, Action",N,2011,7,8
Okay,Burn the City,6.5,"Puzzle, Action",N,2011,7,8
Good,Deadliest Warrior: Legends,7.0,"Fighting, Action",N,2011,7,7
Okay,Jewel Keepers: Easter Island,6.0,Puzzle,N,2011,7,7
Good,Just Jam,7.5,Music,N,2011,7,7
Bad,Farm Frenzy,4.0,Strategy,N,2011,7,7
Bad,Make-Up & Style,4.0,Simulation,N,2011,7,7
Bad,Backbreaker Vengeance,4.5,Sports,N,2011,6,30
Okay,Moto Extreme,6.0,Racing,N,2011,6,30
Okay,Big Town Shoot Out,6.0,Shooter,N,2011,6,30
Bad,BackStab,4.5,Action,N,2011,6,29
Great,Mega Man 5,8.5,Action,Y,2011,6,29
Great,Jamestown: Legend of the Lost Colony,8.5,Shooter,Y,2011,6,29
Good,The Sims 3: Generations,7.0,Simulation,N,2011,5,31
Mediocre,Garshasp,5.0,Action,N,2011,5,31
Awful,Kung Fu Panda 2,3.0,Action,N,2011,5,31
Okay,Alleyway,6.0,Action,N,2011,6,16
Okay,Transformers: Dark of the Moon,6.0,Action,N,2011,6,15
Great,Critical Mass,8.0,"Puzzle, Action",N,2011,6,15
Good,Super Mario Land,7.5,Platformer,N,2011,6,15
Great,Frozen Synapse,8.5,Strategy,Y,2011,6,15
Mediocre,Under Siege,5.0,Strategy,N,2011,6,15
Mediocre,Wizardry: The Labyrinth of Lost Souls,5.5,Adventure,N,2011,6,22
Good,Shadows of the Damned,7.0,Adventure,N,2011,6,21
Okay,Dungeon Siege III,6.5,RPG,N,2011,6,21
Okay,Record of Agarest War Zero,6.5,"Strategy, RPG",N,2011,7,6
Great,Half-Minute Hero: Super Mega Neo Climax Edition,8.0,RPG,N,2011,7,6
Okay,Galaga Legions DX,6.5,Shooter,N,2011,7,5
Mediocre,Mystery Case Files: The Malgrave Incident,5.5,Adventure,N,2011,7,5
Great,Puzzle Dimension,8.0,Puzzle,N,2011,7,1
Bad,UFC Personal Trainer: The Ultimate Fitness System,4.5,Sports,N,2011,7,1
Okay,Resident Evil: The Mercenaries 3D,6.5,Action,N,2011,6,28
Great,1-bit Ninja,8.0,Platformer,Y,2011,6,27
Great,Alien Zombie Megadeath,8.5,Shooter,N,2011,6,27
Mediocre,Angry Business Man,5.5,Action,N,2011,6,27
Mediocre,Cubic Ninja,5.5,Platformer,N,2011,6,20
Okay,Akimi Village,6.5,Adventure,N,2011,6,20
Amazing,Final Fantasy III (SNES),9.5,RPG,Y,2011,7,1
Good,The Mooniacs,7.5,Action,N,2011,7,1
Great,Magic: The Gathering -- Duels of the Planeswalkers 2012,8.5,"Card, Battle",Y,2011,6,26
Good,Back to the Future: The Game -- Episode 5: Outatime,7.0,Adventure,N,2011,6,24
Great,Continuity 2,8.0,Puzzle,Y,2011,6,23
Good,The Mystery of Whiterock Castle,7.0,"Puzzle, Adventure",N,2011,6,23
Mediocre,Captain America: Super Soldier,5.5,Action,N,2011,7,19
Bad,Call of Juarez: The Cartel,4.5,Shooter,N,2011,7,19
Great,Proun,8.0,Racing,N,2011,7,18
Okay,3D Pixel Racing,6.0,Racing,N,2011,7,18
Mediocre,Just SING! 80s Collection,5.0,Music,N,2011,7,17
Good,AfterZoom,7.5,Simulation,N,2011,7,17
Good,Puzzle Fever,7.5,Puzzle,N,2011,7,17
Okay,Extreme Hangman 2,6.5,Trivia,N,2011,7,17
Amazing,Catherine,9.0,Adventure,Y,2011,7,15
Okay,L.A. Noire: Reefer Madness,6.0,Adventure,N,2011,7,14
Great,Boulder Dash-XL,8.0,"Puzzle, Action",N,2011,7,14
Great,Solar 2,8.0,Action,N,2011,7,14
Mediocre,Harry Potter and the Deathly Hallows: Part 2,5.5,Adventure,N,2011,7,13
Awful,Dead Block,3.5,Adventure,N,2011,7,12
Bad,Gods & Heroes: Rome Rising,4.0,RPG,N,2011,7,12
Good,Quest Runner,7.0,Strategy,N,2011,8,3
Okay,"Warhammer 40,000: Kill Team",6.5,Shooter,N,2011,8,3
Okay,Dragon Age II -- Legacy,6.5,RPG,N,2011,8,2
Mediocre,Pac-Man & Galaga Dimensions,5.0,Action,N,2011,8,1
Good,Jet Set Go,7.0,Strategy,N,2011,8,1
Great,Insanely Twisted Shadow Planet,8.0,Shooter,N,2011,8,1
Bad,Cartoon Network: Punch Time Explosion,4.5,Action,N,2011,7,29
Amazing,Groove Coaster,9.5,"Music, Action",Y,2011,7,29
Amazing,Zombie Gunship,9.0,Shooter,Y,2011,7,27
Okay,Runespell: Overture,6.5,RPG,N,2011,7,29
Amazing,Go Series: Portable Shrine Wars,9.0,Action,Y,2011,7,28
Mediocre,Oscar's World Tour,5.0,Adventure,N,2011,7,28
Great,Dungeons of Dredmor,8.5,RPG,Y,2011,7,28
Great,Tobe's Vertical Adventure,8.0,Platformer,N,2011,7,28
Amazing,Let's Golf 3D,9.0,Sports,Y,2011,7,28
Good,Brawl Brothers,7.0,Action,N,2011,7,28
Okay,One Man Army,6.0,Strategy,N,2011,7,28
Good,Bleach: Soul Resurreccion,7.0,Fighting,N,2011,7,28
Okay,Stickman BMX,6.0,Sports,N,2011,7,26
Great,From Dust,8.5,Simulation,Y,2011,7,26
Great,Dream Track Nation,8.0,Racing,Y,2011,7,26
Great,Cthulhu Saves the World,8.0,RPG,N,2011,7,22
Great,Fallout: New Vegas -- Old World Blues,8.0,RPG,N,2011,7,22
Good,"Aww, Eggplant",7.5,Puzzle,N,2011,7,22
Mediocre,My Australian Farm,5.0,Simulation,N,2011,7,28
Amazing,Mega Mall Story,9.0,Strategy,Y,2011,8,12
Mediocre,Chantelise: A Tale of Two Sisters,5.0,"Action, RPG",N,2011,8,12
Bad,Trapped Dead,4.0,Strategy,N,2011,8,12
Good,The Last Rocket,7.0,Action,N,2011,8,12
Mediocre,My Asian Farm,5.0,Simulation,N,2011,8,11
Mediocre,Pixel Racer,5.5,Racing,N,2011,7,21
Great,3D Classics: Xevious,8.0,Shooter,N,2011,7,21
Good,Bobby Carrot Forever,7.0,"Puzzle, Adventure",N,2011,7,21
Good,Kung Fu Dragon,7.0,Action,N,2011,7,21
Awful,Trollboarder,3.0,Sports,N,2011,7,21
Good,World of Tanks,7.5,RPG,N,2011,7,21
Okay,Quiz Climber,6.5,Trivia,N,2011,7,20
Good,Age of Empires Online,7.0,Strategy,N,2011,8,24
Great,Defy Gravity Extended,8.0,Action,N,2011,8,23
Good,Shin Megami Tensei: Devil Survivor Overclocked,7.5,RPG,N,2011,8,23
Amazing,Deus Ex: Human Revolution,9.0,Shooter,Y,2011,8,23
Okay,Crazy Hamster,6.0,"Puzzle, Action",N,2011,8,11
Good,Black Prophecy,7.5,Action,N,2011,8,11
Good,Kyotokei,7.5,"Action, Adventure",N,2011,8,11
Great,Go! Go! Kokopolo: Harmonious Forest Revenge,8.5,"Action, Adventure",N,2011,8,11
Amazing,Gesundheit,9.5,"Puzzle, Action",Y,2011,8,11
Great,Super Adventure Island 2,8.0,Adventure,N,2011,8,11
Good,Siege Hero,7.5,Strategy,N,2011,8,10
Mediocre,Rugby World Cup 2011,5.0,Sports,N,2011,8,22
Amazing,Street Fighter III: Third Strike -- Online Edition,9.0,Fighting,N,2011,8,22
Okay,Taco Master,6.5,Strategy,N,2011,8,18
Good,Trauma,7.0,Simulation,N,2011,8,9
Painful,Cowboys & Aliens: Silver City Defense,2.0,Shooter,N,2011,8,9
Mediocre,Fruit Ninja Kinect,5.5,Action,N,2011,8,8
Good,Pollen Count,7.0,"Puzzle, Action",N,2011,8,5
Great,Ninja Fishing,8.0,Action,N,2011,8,5
Mediocre,E.Y.E.: Divine Cybermancy,5.0,Shooter,N,2011,8,5
Great,NHL 12,8.5,Sports,N,2011,9,15
Mediocre,Bridge,5.5,Card,N,2011,9,15
Great,Defense of the Middle Kingdom,8.0,Strategy,N,2011,9,15
Amazing,Gears of War 3,9.0,Shooter,Y,2011,9,15
Good,Mega Man: Dr. Wily's Revenge,7.5,Action,N,2011,9,15
Great,The Gunstringer,8.0,Action,Y,2011,9,14
Okay,Build-A-Lot,6.5,Simulation,N,2011,8,18
Great,iBlast Moki 2,8.0,Puzzle,N,2011,8,18
Great,Zoonies: Escape from Makatu,8.0,Puzzle,N,2011,8,18
Painful,3D Classics: Urban Champion,2.5,Fighting,N,2011,8,18
Okay,Blockado: Puzzle Island,6.0,Puzzle,N,2011,8,18
Good,Temple Run,7.5,Action,N,2011,8,17
Mediocre,El Shaddai: Ascension of the Metatron,5.0,Action,N,2011,8,16
Mediocre,Pirates of Black Cove,5.5,"Strategy, RPG",N,2011,8,16
Great,Mario's Picross,8.5,Puzzle,N,2011,8,4
Okay,Go Fetch! 2,6.0,Action,N,2011,8,4
Okay,Play & Learn Spanish,6.0,Productivity,N,2011,8,4
Amazing,Cut The Rope: Experiments,9.0,Puzzle,Y,2011,8,4
Okay,B Team - Episode 2: Ice & Venom,6.5,Shooter,N,2011,8,4
Awful,Monochrome Racing,3.0,Racing,N,2011,8,4
Amazing,Radiant Silvergun,9.0,Shooter,Y,2011,9,13
Great,Tropico 4,8.5,Strategy,Y,2011,9,13
Good,Hard Reset,7.5,Shooter,N,2011,9,13
Great,Skydrift,8.0,"Racing, Action",N,2011,9,9
Good,Sprinkle,7.0,Action,N,2011,9,9
Good,No More Heroes: Heroes' Paradise,7.5,Action,N,2011,8,15
Great,Toy Soldiers: Cold War,8.5,Shooter,N,2011,8,15
Good,Men Of War: Vietnam,7.0,Strategy,N,2011,9,9
Mediocre,Puzzle Rocks,5.5,Puzzle,N,2011,9,8
Great,Infinity Field,8.5,Shooter,Y,2011,9,8
Good,Leedmees,7.0,Puzzle,N,2011,9,8
Good,DotMan,7.5,Racing,N,2011,9,8
Good,"Warhammer 40,000: Space Marine",7.5,Shooter,N,2011,9,8
Great,Paint Splash,8.0,Simulation,N,2011,9,8
Great,The Ico & Shadow of the Colossus Collection,8.5,"Adventure, Compilation",Y,2011,9,8
Bad,Rise of Nightmares,4.0,Adventure,N,2011,9,7
Great,Dead Island,8.0,Action,Y,2011,9,7
Okay,IL-2 Sturmovik: Cliffs of Dover,6.0,"Flight, Simulation",N,2011,9,6
Great,Disgaea 4: A Promise Unforgotten,8.5,"Strategy, RPG",Y,2011,9,6
Good,Driver: San Francisco,7.0,"Racing, Action",N,2011,9,6
Amazing,Resistance 3,9.0,Shooter,Y,2011,9,5
Amazing,BloodRayne: Betrayal,9.0,"Action, Adventure",Y,2011,9,2
Okay,The Baconing,6.0,"Action, RPG",N,2011,9,2
Good,Serious Sam: Double D,7.0,Shooter,N,2011,9,2
Good,Hector: Badge of Carnage -- Episode 2,7.5,Adventure,N,2011,8,31
Great,Contre Jour,8.0,Action,N,2011,8,31
Good,Jonah Lomu Rugby Challenge,7.0,Sports,N,2011,8,31
Good,Rugby Challenge,7.0,Sports,N,2011,8,31
Amazing,Star Fox 64 3D,9.0,Flight,Y,2011,9,2
Good,Spy Mouse,7.0,"Puzzle, Adventure",N,2011,9,2
Okay,GO Series: Fishing Resort,6.5,Sports,N,2011,9,1
Bad,House M.D. -- Episode 2: Blue Meanie,4.0,Simulation,N,2011,9,1
Okay,Trenches Generals,6.0,Strategy,N,2011,9,1
Okay,Bodycount,6.0,Action,N,2011,8,30
Good,Madden NFL 12,7.0,Sports,N,2011,8,30
Amazing,God of War Origins,9.0,"Action, Compilation",Y,2011,8,29
Good,Jerry Rice & Nitus' Dog Football,7.0,Sports,N,2011,8,26
Good,Hamilton's Great Adventure,7.0,Adventure,N,2011,9,1
Okay,Mortal Kombat Arcade Kollection,6.0,"Fighting, Compilation",N,2011,9,1
Good,The Ignition Factor,7.0,Action,N,2011,8,25
Mediocre,Hole In The Wall,5.0,"Puzzle, Action",N,2011,8,25
Great,Magical Whip: Wizards of Phantasmal Forest,8.0,Adventure,N,2011,8,25
Great,Gargoyle's Quest,8.5,"Action, Adventure",N,2011,8,25
Good,Inazuma Eleven,7.5,"Sports, Simulation",N,2011,8,25
Good,Calculator,7.0,Productivity,N,2011,8,25
Okay,Fallout: New Vegas -- Lonesome Road,6.5,RPG,N,2011,9,22
Okay,3D Classics: TwinBee,6.0,Shooter,N,2011,9,22
Mediocre,The Sims Medieval: Pirates and Nobles,5.5,Simulation,N,2011,9,21
Mediocre,Roboto,5.5,Action,N,2011,9,21
Great,Red Orchestra 2: Heroes of Stalingrad,8.0,Shooter,N,2011,9,21
Okay,Let's Create! Pottery,6.0,Simulation,N,2011,8,25
Okay,Pickpawcket,6.5,Action,N,2011,8,24
Mediocre,Supremacy MMA,5.0,Fighting,N,2011,9,21
Amazing,Another World,9.0,Adventure,Y,2011,9,21
Amazing,Quarrel,9.0,Puzzle,Y,2011,9,20
Okay,Swing the Bat,6.0,Puzzle,N,2011,9,20
Great,Renegade Ops,8.5,Shooter,Y,2011,9,20
Great,Resident Evil 4 HD,8.5,"Action, Adventure",Y,2011,9,20
Good,Rock of Ages,7.5,Action,N,2011,9,19
Great,Early Bird,8.0,"Puzzle, Action",N,2011,9,16
Amazing,MotoHeroz,9.0,"Racing, Action",Y,2011,9,16
Great,F1 2011,8.5,Racing,N,2011,9,16
Great,Dragon Quest Monsters: Joker 2,8.5,RPG,Y,2011,9,16
Mediocre,Achron,5.0,Strategy,N,2011,9,16
Great,Kirby: Mass Attack,8.5,Strategy,Y,2011,9,16
Good,4 Elements HD,7.5,Puzzle,N,2011,9,16
Good,Samurai Bloodshow,7.0,"Card, Battle",N,2011,9,15
Amazing,Orcs Must Die,9.0,Strategy,Y,2011,10,5
Great,Rage,8.5,Shooter,Y,2011,10,4
Good,Eufloria,7.0,Strategy,N,2011,10,4
Good,Tetris: Axis,7.5,Puzzle,N,2011,10,4
Great,Hector: Badge of Carnage -- Episode 3: Beyond Reasonable Doom,8.0,Adventure,N,2011,10,3
Mediocre,Wasteland Angel,5.0,Shooter,N,2011,10,3
Great,Mercury Hg,8.0,"Puzzle, Action",N,2011,10,3
Amazing,NBA Jam: On Fire Edition,9.0,"Sports, Action",Y,2011,10,3
Mediocre,Crystal Caverns of Amon-Ra,5.0,,N,2011,9,29
Mediocre,Bugs'N'Balls,5.0,Action,N,2011,9,29
Mediocre,Resident Evil -- CODE: Veronica X HD,5.0,"Action, Adventure",N,2011,9,28
Amazing,Dark Souls,9.0,"Action, RPG",Y,2011,9,30
Mediocre,X-Men: Destiny,5.5,Action,N,2011,9,30
Okay,FIFA Soccer 12,6.0,Sports,N,2011,9,30
Good,FIFA Soccer 12 [3DS Edition],7.0,Sports,N,2011,9,30
Good,Shadowgun,7.0,Shooter,N,2011,9,28
Great,Blocks That Matter,8.5,Platformer,Y,2011,9,27
Great,Solatorobo: Red The Hunter,8.0,RPG,N,2011,9,27
Okay,Tom Clancy's Splinter Cell Classic Trilogy HD,6.5,"Action, Compilation",N,2011,9,27
Amazing,Where's My Water?,9.0,"Puzzle, Action",Y,2011,9,26
Bad,Rise of Immortals,4.0,RPG,N,2011,9,26
Great,Trackmania 2: Canyon,8.5,Racing,Y,2011,9,26
Great,Bit.Trip Complete,8.0,"Action, Compilation",N,2011,9,23
Amazing,NBA 2K12,9.5,Sports,Y,2011,9,30
Amazing,Super Mario Land 2,9.0,Platformer,Y,2011,9,29
Amazing,EscapeVektor: Chapter 1,9.0,Platformer,Y,2011,9,29
Great,Persona 2: Innocent Sin,8.0,RPG,N,2011,9,23
Great,Bit.Trip Saga,8.0,Action,N,2011,9,23
Okay,Harvest Moon DS: The Tale of Two Towns,6.0,Simulation,N,2011,9,23
Great,Rochard,8.5,Action,Y,2011,9,23
Bad,Break Tactics,4.0,Strategy,N,2011,9,22
